model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.391223907470703,6.782447814941406,0.28847738507784015,14.5,0.20159802585840225,0.21673206984996796,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,2.351870536804199,4.703741073608398,0.10107934661209583,3.5,0.29953836649656296,0.45500248670578003,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.7176876068115234,7.435375213623047,0.3475386177015025,9.75,0.2003391608595848,0.31963402032852173,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,2.6849966049194336,5.369993209838867,0.38795082977731,14.25,0.1615779846906662,0.16904908418655396,0
Qwen2.5-7B-Instruct,0,mmlu,,0,1,3.2313232421875,6.462646484375,0.11120068281888962,5.0,0.28660595417022705,0.31437698006629944,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.2379860877990723,6.4759721755981445,0.330209860985633,8.75,0.26017115637660027,0.4023640751838684,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.837613105773926,7.675226211547852,0.34511014061035894,15.125,0.15865865349769592,0.18752852082252502,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,5.483256101608276,7.368750095367432,0.7477133896077248,14.125,0.20694292522966862,0.3655582070350647,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.6643874645233154,7.328774929046631,0.0422002668492496,11.875,0.1869755107909441,0.3619089424610138,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,3.224660873413086,6.449321746826172,0.2521977461874485,4.25,0.09777247440069914,0.167627215385437,0
Qwen2.5-7B-Instruct,0,mmlu,,1,1,2.9315099716186523,5.863019943237305,0.08269229903817177,4.75,0.21882393956184387,0.25762131810188293,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,5.083504557609558,6.622547149658203,0.29215093794976355,18.75,0.0853097049985081,0.16527768969535828,0
Qwen2.5-7B-Instruct,0,mmlu,,1,0,4.090788841247559,8.181577682495117,0.00268401193761747,15.25,0.3165011629462242,0.5512027144432068,0
